Index,Case IDs,NumOfCases,IsReliable,"Raw Fitness Cost","Calculation Time (ms)","Num. States","Move-Model Fitness","Trace Fitness","Move-Log Fitness","Trace Length","Queued States",Match
319,"trace_1765",1,Yes,"7.00","1.00","183.00","0.92","0.83","0.82","28.00","274.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[M-REAL]FRPP|[L]SRPP|[L/M]REPP|[L]REPP|[L/M]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L/M]FRPP|[L/M]REPP|[L]HRHA|[L/M]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L]REPP|[L/M]SLRRP|[L/M]LRIRV|[L/M]LRERV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
320,"trace_1776",1,Yes,"8.00","1.00","408.00","0.88","0.80","0.81","27.00","503.00",[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[L]RHRRPC|[L/M]FRPP|[L/M]REPP|[L]REPP|[L/M]SRPP|[L/M]RIBPC|[L/M]RBPC|[M-REAL]REPC|[L/M]FRPP|[L/M]REPP|[M-REAL]SRPP|[L]REPP|[L]FRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L/M]LRERV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
321,"trace_1902",1,Yes,"8.00","2.00","573.00","0.88","0.80","0.81","27.00","679.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[L/M]REPP|[M-REAL]SRPP|[L]FRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[M-REAL]FRPP|[L]SRPP|[L]HRHA|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L]LRIRV|[L]FLRRP|[L/M]LRRR|[M-REAL]FLRRP|[L/M]FRP
322,"trace_1909",1,Yes,"3.00","1.00","243.00","0.90","0.93","1.00","27.00","361.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[M-REAL]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRRAN|[L/M]HRHA|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[M-REAL]AHRRPC|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[L/M]MHRRPC|[M-REAL]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
323,"trace_1923",1,Yes,"7.00","1.00","267.00","0.92","0.83","0.82","28.00","352.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[M-REAL]FRPP|[L]SRPP|[L/M]REPP|[L/M]SRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L]AHRRPC|[L/M]LRERV|[L/M]LRIRV|[L]LRIRV|[L]FLRRP|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
324,"trace_1988",1,Yes,"14.00","3.00","785.00","0.80","0.64","0.62","26.00","825.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L]SRPP|[L]REPP|[L]REPP|[L/M]FRPP|[L]RBPC|[L]RIBPC|[L]SRPP|[L/M]EPP|[L/M]SHRRP|[L/M]SHRRPC|[L]SHRRPC|[L/M]AHRRPC|[L/M]HRHA|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]HRRAN|[L/M]FHRRPC|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP|[L]EPP|[L]SLRRP
325,"trace_1989",1,Yes,"11.00","1.00","429.00","0.95","0.74","0.66","29.00","554.00",[L/M]SRP|[L]FRPP|[L]RBPC|[L]RIBPC|[L]REPC|[L/M]SRPP|[L]REPP|[L]REPP|[L]FRPP|[L/M]RIBPC|[L/M]RBPC|[L]SLRRP|[L/M]REPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRRAN|[L/M]HRHA|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L]LRIRV|[L/M]FRP
326,"trace_27",1,Yes,"4.00","1.00","236.00","1.00","0.90","0.86","29.00","329.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[L/M]REPP|[L]REPP|[L/M]SRPP|[L]FHRRP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[L/M]FRPP|[L/M]EPP|[L]RBPC|[L/M]SLRRP|[L/M]LRIRV|[L]LRIRV|[L/M]LRERV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
327,"trace_34",1,Yes,"4.00","0.00","146.00","1.00","0.90","0.86","29.00","239.00",[L]SRPP|[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L/M]FRPP|[L/M]REPP|[L]REPP|[L/M]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L/M]FRPP|[L/M]REPP|[L]REPP|[L/M]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L]FHRRP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
328,"trace_36",1,Yes,"10.00","7.00","380.00","0.95","0.76","0.68","28.00","514.00",[L/M]SRP|[L]FRPP|[L]RBPC|[L]REPC|[L]RIBPC|[L/M]SRPP|[L]REPP|[L]FRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRRAN|[L/M]SHRRPC|[L/M]HRHA|[L/M]MHRRPC|[L]LRIRV|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[L]REPC|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
329,"trace_48",1,Yes,"6.00","2.00","336.00","0.92","0.85","0.85","27.00","430.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L]SRP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[L/M]REPP|[M-REAL]SRPP|[L]FRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L/M]LRERV|[L/M]LRRR|[L]SRPP|[L/M]FLRRP|[L/M]FRP
330,"trace_59",1,Yes,"10.00","2.00","518.00","0.86","0.74","0.73","26.00","595.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L/M]FRPP|[L/M]REPP|[M-REAL]SRPP|[L]SHRRP|[L]REPP|[L]FRPP|[L/M]REPC|[L]FRPP|[L/M]RIBPC|[L/M]RBPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[M-REAL]SHRRP|[L]SRP|[L]FRP|[L/M]HRRAN|[L/M]HRHA|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
331,"trace_135",1,Yes,"9.00","1.00","424.00","0.80","0.76","0.83","24.00","513.00",[M-REAL]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[L/M]FRPP|[L/M]REPP|[M-REAL]SRPP|[L]FRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[M-REAL]FRPP|[L]SRPP|[L/M]REPP|[L/M]SRPP|[L/M]RIBPC|[L/M]RBPC|[M-REAL]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L]LRIRV|[L/M]LRERV|[L]FLRRP|[L/M]LRRR|[M-REAL]FLRRP|[L/M]FRP
332,"trace_146",1,Yes,"2.00","0.00","106.00","0.96","0.95","0.96","28.00","204.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]RBPC|[L/M]REPC|[L]REPC|[L/M]RIBPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]REPC|[L/M]RBPC|[M-REAL]RIBPC|[L/M]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRRAN|[L/M]SHRRPC|[L/M]HRHA|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
333,"trace_154",1,Yes,"5.00","1.00","329.00","0.92","0.88","0.89","27.00","464.00",[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[M-REAL]SHRRP|[L]SRP|[L]FRP|[L]FLRRP|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]HRRAN|[L/M]HRHA|[L/M]RHRRPC|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]HRRR|[M-REAL]FHRRP|[L/M]FRP
334,"trace_196",1,Yes,"9.00","1.00","298.00","0.83","0.76","0.80","25.00","420.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[M-REAL]SHRRP|[L]RBPC|[L]SRP|[L]FRP|[L/M]HRHA|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[L/M]HRRAN|[M-REAL]AHRRPC|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
335,"trace_203",1,Yes,"4.00","1.00","144.00","1.00","0.90","0.86","29.00","240.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RBPC|[L]FHRRPC|[L]LRERV|[L/M]RIBPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[L/M]FRPP|[L/M]REPP|[L]REPP|[L/M]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L]LRIRV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
336,"trace_209",1,Yes,"4.00","0.00","163.00","1.00","0.90","0.86","29.00","246.00",[L/M]SRP|[L]SLRRP|[L/M]SRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]RBPC|[L/M]REPC|[L]LRRR|[L/M]RIBPC|[L/M]FRPP|[L/M]REPP|[L]REPP|[L/M]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L]LRIRV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
337,"trace_217",1,Yes,"11.00","1.00","627.00","0.75","0.69","0.78","23.00","669.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[M-REAL]FRPP|[M-REAL]EPP|[L]SRPP|[L/M]SHRRP|[L/M]HRRAN|[L/M]HRHA|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP|[L]SLRRP|[L]EPP|[L]SLRRP
338,"trace_221",1,Yes,"5.00","1.00","240.00","0.92","0.88","0.89","27.00","334.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]REPC|[L/M]RIBPC|[M-REAL]RBPC|[L/M]FRPP|[L/M]EPP|[M-REAL]SHRRP|[L]SRP|[L]RIBPC|[L]FRP|[L/M]HRRAN|[L/M]HRHA|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
339,"trace_256",1,Yes,"6.00","0.00","108.00","0.92","0.85","0.85","27.00","176.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]REPC|[L]SRP|[L/M]RIBPC|[L]RIBPC|[L/M]RBPC|[M-REAL]FRPP|[L]SRPP|[L/M]REPP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
340,"trace_405",1,Yes,"12.00","2.00","492.00","0.89","0.70","0.63","27.00","581.00",[L/M]SRP|[L]FRPP|[L]REPC|[L]RIBPC|[L/M]SRPP|[L]REPP|[L]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L]RHRRPC|[L/M]FRPP|[L/M]REPP|[M-REAL]SRPP|[L]REPP|[L]FRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L]LRIRV|[L/M]LRERV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
341,"trace_447",1,Yes,"13.00","2.00","651.00","0.84","0.67","0.62","26.00","723.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[M-REAL]FRPP|[L]SRPP|[L/M]REPP|[L/M]SRPP|[L]HRRAN|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[L]REPP|[L]REPP|[L]FRPP|[L]RBPC|[L]RIBPC|[L]SRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L/M]LRERV|[L]FLRRP|[L/M]LRRR|[M-REAL]FLRRP|[L/M]FRP
342,"trace_449",1,Yes,"9.00","0.00","318.00","0.83","0.76","0.80","25.00","451.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[M-REAL]SHRRP|[L]SRP|[L]FRP|[L/M]HRHA|[L/M]HRRAN|[L]SRP|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[M-REAL]AHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
343,"trace_463",1,Yes,"9.00","1.00","374.00","0.83","0.76","0.80","25.00","511.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[M-REAL]SHRRP|[L]SRP|[L]FRP|[L/M]SHRRPC|[L/M]HRHA|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]FHRRPC|[M-REAL]HRRAN|[L]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
344,"trace_502",1,Yes,"7.00","2.00","565.00","0.85","0.82","0.88","25.00","635.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[M-REAL]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[L/M]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRHA|[L/M]SHRRPC|[L/M]HRRAN|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[L/M]AHRRPC|[L]RHRRPC|[L/M]FHRRPC|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP|[L]EPP|[L]SLRRP
345,"trace_503",1,Yes,"9.00","1.00","298.00","0.83","0.76","0.80","25.00","421.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[M-REAL]SHRRP|[L]FLRRP|[L]SRP|[L]FRP|[L/M]HRHA|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]HRRAN|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[M-REAL]AHRRPC|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
346,"trace_505",1,Yes,"12.00","2.00","499.00","0.89","0.70","0.63","27.00","584.00",[L/M]SRP|[L]LRRR|[L]FRPP|[L]RBPC|[L]RIBPC|[L]REPC|[L/M]SRPP|[L]REPP|[L]FRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[M-REAL]FRPP|[L]SRPP|[L/M]REPP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L]LRIRV|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L/M]LRERV|[L]FLRRP|[L/M]LRRR|[M-REAL]FLRRP|[L/M]FRP
347,"trace_527",1,Yes,"7.00","2.00","565.00","0.85","0.82","0.88","25.00","637.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]RBPC|[M-REAL]REPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRHA|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]HRRAN|[L]MHRRPC|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]FHRRPC|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP|[L]EPP|[L]SLRRP
348,"trace_576",1,Yes,"13.00","2.00","625.00","0.84","0.67","0.62","26.00","693.00",[L/M]SRP|[L]FRPP|[L]RIBPC|[L]REPC|[L]RBPC|[L/M]SRPP|[L]REPP|[L]FRPP|[L/M]RIBPC|[L]SHRRP|[L/M]RBPC|[L/M]REPC|[M-REAL]FRPP|[L]SRPP|[L/M]REPP|[L]REPP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[M-REAL]LRERV|[L]FLRRP|[L/M]LRRR|[M-REAL]FLRRP|[L/M]FRP
349,"trace_597",1,Yes,"7.00","1.00","307.00","1.00","0.83","0.76","29.00","417.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L/M]FRPP|[L/M]REPP|[L]FRPP|[L]RIBPC|[L]RBPC|[L/M]SRPP|[L]REPP|[L]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRRAN|[L]MHRRPC|[L]FHRRPC|[L/M]SHRRPC|[L/M]HRHA|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
350,"trace_598",1,Yes,"5.00","1.00","193.00","0.92","0.88","0.89","27.00","275.00",[L]FLRRP|[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[M-REAL]REPC|[L/M]FRPP|[L/M]EPP|[M-REAL]SHRRP|[L]SRP|[L]FRP|[L/M]HRHA|[L/M]HRRAN|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
351,"trace_629",1,Yes,"8.00","1.00","355.00","0.95","0.80","0.75","28.00","451.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L/M]FRPP|[L/M]REPP|[L]FRPP|[L]RIBPC|[L]RBPC|[L/M]SRPP|[L]REPP|[L]FRPP|[L/M]RIBPC|[L]SRPP|[L/M]RBPC|[L/M]REPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRHA|[L/M]SHRRPC|[L/M]HRRAN|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
352,"trace_734",1,Yes,"7.00","1.00","294.00","0.88","0.82","0.85","26.00","387.00",[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L]FHRRP|[L/M]REPC|[L/M]FRPP|[L/M]REPP|[M-REAL]SRPP|[L]REPP|[L]FRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[M-REAL]FRPP|[L]SRPP|[L/M]REPP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[M-REAL]EPP|[L/M]SLRRP|[L/M]LRIRV|[L/M]LRERV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
353,"trace_765",1,Yes,"2.00","1.00","132.00","0.96","0.95","0.96","28.00","272.00",[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L]MHRRPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRRAN|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]HRHA|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[L/M]MHRRPC|[M-REAL]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
354,"trace_769",1,Yes,"2.00","0.00","110.00","0.96","0.95","0.96","28.00","208.00",[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[L/M]FRPP|[M-REAL]REPP|[L/M]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SHRRP|[L]FRP|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]HRRAN|[L/M]HRHA|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
355,"trace_825",1,Yes,"7.00","1.00","230.00","0.88","0.82","0.85","26.00","320.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[M-REAL]FRPP|[L]SRPP|[L/M]REPP|[L/M]SRPP|[L]FHRRP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L]LRIRV|[L/M]LRRR|[M-REAL]FLRRP|[L/M]FRP
356,"trace_826",1,Yes,"11.00","1.00","438.00","0.90","0.72","0.67","27.00","554.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L]SRPP|[L]REPP|[L/M]FRPP|[L]RIBPC|[L]REPC|[L]SRPP|[L/M]EPP|[M-REAL]SHRRP|[L]SRP|[L]FRP|[L/M]HRHA|[L/M]HRRAN|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[L]LRRR|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
357,"trace_833",1,Yes,"7.00","2.00","630.00","0.85","0.82","0.88","25.00","695.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]SHRRPC|[L/M]HRHA|[L/M]HRRAN|[L/M]AHRRPC|[L/M]FHRRPC|[M-REAL]RHRRPC|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]FHRRPC|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP|[L]MHRRPC|[L]EPP|[L]SLRRP
358,"trace_923",1,Yes,"9.00","1.00","297.00","0.83","0.76","0.80","25.00","421.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[M-REAL]SHRRP|[L]SRP|[L]EPP|[L]FRP|[L/M]SHRRPC|[L/M]HRHA|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]HRRAN|[L/M]SHRRPC|[M-REAL]AHRRPC|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
